championship_year,event_name,event_id,source_url,source_api_url,athlete,first_name,last_name,bib,bib_display,country_iso2,country_iso3,country,gender,age_group,finisher,dnf,dns,dq,finish_time,finish_seconds,swim_time,swim_seconds,t1_time,t1_seconds,bike_time,bike_seconds,t2_time,t2_seconds,run_time,run_seconds,finish_rank_overall,finish_rank_gender,finish_rank_group,swim_rank_overall,swim_rank_gender,swim_rank_group,bike_rank_overall,bike_rank_gender,bike_rank_group,run_rank_overall,run_rank_gender,run_rank_group,total_distance_completed_km,swim_distance_completed_km,bike_distance_completed_km,run_distance_completed_km,result_id,created_on,modified_on
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Daniela Ryf,Daniela,Ryf,102,,CH,CHE,Switzerland,Female,FPRO,True,False,False,False,8:57:57,32277,0:56:14,3374,,130,4:50:46,17446,,130,3:06:37,11197,26,1,1,62,9,8,52,1,1,26,1,1,226.0,3.8,180.0,42.2,4fe7aedd-782e-4cbb-80d7-377820b1898c,2015-10-13T01:17:57Z,2025-04-20T14:33:36Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Rachel Joyce,Rachel,Joyce,105,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:10:59,33059,0:56:11,3371,,135,5:01:29,18089,,142,3:08:42,11322,44,2,2,58,5,4,108,7,7,44,2,2,226.0,3.8,180.0,42.2,de48341b-7472-486d-97dd-6649e9a6d303,2015-10-13T01:18:01Z,2025-04-20T14:34:35Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Bon Blatchford,Bon,Blatchford,115,,AU,AUS,Australia,Female,FPRO,True,False,False,False,9:14:52,33292,0:56:13,3373,,127,5:07:25,18445,,162,3:06:25,11185,52,3,3,61,8,7,184,9,9,52,3,3,226.0,3.8,180.0,42.2,f6c1adb1-d149-47db-a2ba-3579ed1cbd1e,2015-10-13T01:18:32Z,2025-04-20T14:33:41Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Michelle Vesterby,Michelle,Vesterby,122,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:18:50,33530,0:56:11,3371,,118,5:00:41,18041,,166,3:17:14,11834,57,4,4,59,6,5,92,5,5,57,4,4,226.0,3.8,180.0,42.2,1aa4a87c-a8a5-415d-80ec-012e8db6613b,2015-10-13T01:18:40Z,2025-04-20T14:35:30Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Heather Jackson,Heather,Jackson,125,,US,USA,United States,Female,FPRO,True,False,False,False,9:21:45,33705,1:04:36,3876,,133,5:04:43,18283,,140,3:07:53,11273,66,5,5,447,61,26,294,14,14,66,5,5,226.0,3.8,180.0,42.2,42cf5c1b-8c00-4ab8-b579-474394a74422,2015-10-13T01:18:43Z,2025-04-20T14:35:30Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Susie Cheetham,Susie,Cheetham,121,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:23:50,33830,0:57:39,3459,,128,5:14:33,18873,,155,3:06:55,11215,74,6,6,112,19,16,349,16,16,74,6,6,226.0,3.8,180.0,42.2,b2dca97a-28e7-47b1-8ff8-e75fa5be1574,2015-10-13T01:18:39Z,2025-04-20T14:34:56Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Sarah Piampiano,Sarah,Piampiano,139,,US,USA,United States,Female,FPRO,True,False,False,False,9:24:32,33872,1:10:01,4201,,167,5:02:28,18148,,163,3:06:33,11193,75,7,7,869,169,38,365,17,17,75,7,7,226.0,3.8,180.0,42.2,12b06ee1-cb90-457f-861d-7777987c3771,2015-10-13T01:18:57Z,2025-04-20T14:35:09Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Camilla Pedersen,Camilla,Pedersen,118,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:25:41,33941,0:56:14,3374,,136,4:59:17,17957,,151,3:25:23,12323,78,8,8,63,10,9,88,4,4,78,8,8,226.0,3.8,180.0,42.2,c3d40c72-5497-439e-aecf-5ec9d23e7498,2015-10-13T01:18:35Z,2025-04-20T14:33:44Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Caroline Steffen-Murray,Caroline,Steffen-Murray,104,,CH,CHE,Switzerland,Female,FPRO,True,False,False,False,9:27:54,34074,0:56:16,3376,,125,5:10:53,18653,,193,3:15:27,11727,94,9,9,64,11,10,258,11,11,94,9,9,226.0,3.8,180.0,42.2,6393e19d-b3f0-4c25-86bc-37d90e183ad5,2015-10-13T01:17:59Z,2025-04-20T14:35:32Z
2015,2015 IRONMAN World Championship,d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=d57bb0ac-432e-4d3e-a4ba-7ad7439b8b02,Lucy Gossage,Lucy,Gossage,117,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:28:36,34116,1:05:08,3908,,130,5:02:40,18160,,167,3:15:51,11751,99,10,10,491,65,27,268,12,12,99,10,10,226.0,3.8,180.0,42.2,72b8045a-09a6-4072-8efe-0b96a5a17c98,2015-10-13T01:18:34Z,2025-04-20T14:33:34Z
