championship_year,event_date,event_date_iso,event_id,event_name,event_label,external_event_name,source_url,source_api_url,tracker_year,athlete,first_name,last_name,bib,bib_display,country_iso2,country_iso3,country,gender,age_group,finisher,dnf,dns,dq,finish_time,finish_seconds,swim_time,swim_seconds,t1_time,t1_seconds,bike_time,bike_seconds,t2_time,t2_seconds,run_time,run_seconds,finish_rank_overall,finish_rank_gender,finish_rank_group,swim_rank_overall,swim_rank_gender,swim_rank_group,bike_rank_overall,bike_rank_gender,bike_rank_group,run_rank_overall,run_rank_gender,run_rank_group,total_distance_completed_km,swim_distance_completed_km,bike_distance_completed_km,run_distance_completed_km,result_id,created_on,modified_on
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Daniela Saemmler,Daniela,Saemmler,129,,DE,DEU,Germany,Female,FPRO,True,False,False,False,10:34:26,38066,0:58:58,3538,,118,5:16:16,18976,,186,4:14:08,15248,814,77,36,417,58,25,459,25,25,814,77,36,226,3.8,180,42.2,56bf19ab-3fcd-4705-b0d2-78decb5c5733,2016-10-09T19:03:28Z,2025-04-20T14:47:59Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Sophie Fallon,Sophie,Fallon,1825,,AU,AUS,Australia,Female,F35-39,True,False,False,False,10:35:25,38125,1:01:37,3697,,263,5:58:45,21525,,325,3:25:15,12315,819,78,9,612,82,7,1283,181,26,819,78,9,226,3.8,180,42.2,b4a3e910-2e7e-44c8-b4b1-54b6e2deeee5,2016-10-09T19:05:26Z,2025-04-20T14:47:28Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Jacquelyn Foley,Jacquelyn,Foley,2085,,US,USA,United States,Female,F30-34,True,False,False,False,10:35:32,38132,0:53:15,3195,,202,5:49:53,20993,,252,3:44:50,13490,821,79,15,113,14,1,1001,77,12,821,79,15,226,3.8,180,42.2,7bafb123-88f7-4e17-9c6a-0c5a079aee32,2016-10-09T19:06:35Z,2025-04-20T14:47:08Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Lori Williamson,Lori,Williamson,2149,,US,USA,United States,Female,F30-34,True,False,False,False,10:36:28,38188,0:56:30,3390,,315,5:57:20,21440,,428,3:30:15,12615,827,80,16,246,21,3,1186,138,26,827,80,16,226,3.8,180,42.2,fcc0e16d-4d7f-407c-9999-6a19d4ec66d2,2016-10-09T19:06:50Z,2025-04-20T14:47:28Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Melissa Lapp,Melissa,Lapp,2296,,FR,FRA,France,Female,F25-29,True,False,False,False,10:36:44,38204,1:05:44,3944,,241,5:48:16,20896,,230,3:34:53,12893,831,81,12,1023,190,31,1169,128,19,831,81,12,226,3.8,180,42.2,ab845755-6a1b-470a-a88f-3e162323d367,2016-10-09T19:07:27Z,2025-04-20T14:46:20Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Diana Simpson,Diana,Simpson,2137,,NZ,NZL,New Zealand,Female,F30-34,True,False,False,False,10:36:48,38208,1:01:33,3693,,181,5:47:29,20849,,225,3:41:00,13260,832,82,17,603,77,15,1082,104,20,832,82,17,226,3.8,180,42.2,73839d82-4108-4870-89c1-9dcad44128d0,2016-10-09T19:06:47Z,2025-04-20T14:48:13Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Nell Stephenson,Nell,Stephenson,1554,,US,USA,United States,Female,F40-44,True,False,False,False,10:36:52,38212,1:12:27,4347,,264,5:42:52,20572,,264,3:32:45,12765,833,83,7,1551,377,55,1202,143,25,833,83,7,226,3.8,180,42.2,a261e1f9-5745-4b99-93c9-5fb347ebf07f,2016-10-09T19:04:21Z,2025-04-20T14:47:13Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Christine Cross,Christine,Cross,2274,,US,USA,United States,Female,F25-29,True,False,False,False,10:37:15,38235,0:59:19,3559,,145,5:40:46,20446,,605,3:44:40,13480,839,84,13,429,61,12,926,61,6,839,84,13,226,3.8,180,42.2,88851db5-2ded-4aff-b592-c59addf979c5,2016-10-09T19:07:22Z,2025-04-20T14:47:06Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Tina Eakin,Tina,Eakin,1146,,US,USA,United States,Female,F45-49,True,False,False,False,10:37:15,38235,1:11:06,4266,,269,5:44:02,20642,,244,3:33:34,12814,840,85,2,1443,328,42,1198,141,5,840,85,2,226,3.8,180,42.2,8bce11cb-f460-4c85-973e-b12b5251e4f6,2016-10-09T19:02:55Z,2025-04-20T14:46:42Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Morgan Anderson Busko,Morgan,Anderson Busko,2264,,US,USA,United States,Female,F25-29,True,False,False,False,10:37:29,38249,1:10:26,4226,,184,5:46:01,20761,,257,3:33:41,12821,843,86,14,1393,308,45,1194,139,22,843,86,14,226,3.8,180,42.2,f6355a58-29eb-4e9e-bfa7-63c4ae433881,2016-10-09T19:07:19Z,2025-04-20T14:47:17Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Federica De Nicola,Federica,De Nicola,2371,,IT,ITA,Italy,Female,F18-24,True,False,False,False,10:37:56,38276,1:05:34,3934,,210,5:39:19,20359,,214,3:45:59,13559,846,87,2,1011,181,7,1033,85,1,846,87,2,226,3.8,180,42.2,7ee8f894-d0cf-4d0b-8550-9112be0c4af5,2016-10-09T19:07:44Z,2025-04-20T14:48:02Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Katrine Brock,Katrine,Brock,2366,,DK,DNK,Denmark,Female,F18-24,True,False,False,False,10:38:30,38310,1:17:58,4678,,194,5:39:33,20373,,201,3:34:24,12864,854,88,3,1814,495,24,1220,149,3,854,88,3,226,3.8,180,42.2,17e6b2b8-37aa-418d-86b8-5a3c48da0dc1,2016-10-09T19:07:43Z,2025-04-20T14:46:43Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Natalie Smith,Natalie,Smith,1831,,NZ,NZL,New Zealand,Female,F35-39,True,False,False,False,10:38:43,38323,0:57:22,3442,,228,5:35:34,20134,,198,3:58:41,14321,859,89,10,292,35,2,828,49,2,859,89,10,226,3.8,180,42.2,95b0a88d-b24b-4cae-8c3b-5c6d0f06082e,2016-10-09T19:05:28Z,2025-04-20T14:46:38Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Tanja Slater,Tanja,Slater,1874,,GB,GBR,United Kingdom,Female,F35-39,True,False,False,False,10:38:52,38332,0:54:28,3268,,206,5:51:21,21081,,394,3:43:03,13383,862,90,11,157,16,1,1043,92,10,862,90,11,226,3.8,180,42.2,43dccc9c-33cd-4b2b-8ff5-50aabcf97a49,2016-10-09T19:05:39Z,2025-04-20T14:47:29Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Ling Er Choo,Ling Er,Choo,2273,,SG,SGP,Singapore,Female,F25-29,True,False,False,False,10:39:09,38349,1:08:40,4120,,174,5:36:25,20185,,203,3:47:47,13667,866,91,15,1292,274,39,1026,82,13,866,91,15,226,3.8,180,42.2,d350c731-c771-45db-848e-d732c1474654,2016-10-09T19:07:22Z,2025-04-20T14:46:38Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Julianne Kate Schliebs,Julianne Kate,Schliebs,1872,,AU,AUS,Australia,Female,F35-39,True,False,False,False,10:39:28,38368,1:01:36,3696,,234,5:49:57,20997,,218,3:40:23,13223,868,92,12,610,81,6,1133,113,14,868,92,12,226,3.8,180,42.2,2c82411a-ff03-4c31-a828-0188a828cf66,2016-10-09T19:05:38Z,2025-04-20T14:46:37Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Lectie Altman,Lectie,Altman,2062,,US,USA,United States,Female,F30-34,True,False,False,False,10:39:49,38389,0:55:21,3321,,223,5:48:39,20919,,255,3:47:51,13671,874,93,18,193,17,2,1019,80,13,874,93,18,226,3.8,180,42.2,862ace8a-7b1c-4a21-bf42-74097809be5a,2016-10-09T19:06:29Z,2025-04-20T14:46:22Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Reka Brassay,Reka,Brassay,1813,,HU,HUN,Hungary,Female,F35-39,True,False,False,False,10:40:14,38414,1:04:09,3849,,188,5:59:26,21566,,334,3:27:57,12477,884,94,13,867,141,16,1320,198,31,884,94,13,226,3.8,180,42.2,1b53f12b-3cb5-45b6-bb4c-02604a854c7b,2016-10-09T19:05:23Z,2025-04-20T14:46:47Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Ailsa Macdonald,Ailsa,Macdonald,1854,,CA,CAN,Canada,Female,F35-39,True,False,False,False,10:40:57,38457,1:20:24,4824,,216,5:34:53,20093,,293,3:37:11,13031,889,95,14,1919,538,76,1183,137,18,889,95,14,226,3.8,180,42.2,680456d2-403b-4068-a285-02efc7932f42,2016-10-09T19:05:33Z,2025-04-20T14:46:39Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Briana Noelle Boehmer,Briana Noelle,Boehmer,1812,,US,USA,United States,Female,F35-39,True,False,False,False,10:41:01,38461,1:01:56,3716,,260,5:39:37,20377,,716,3:43:12,13392,890,96,15,654,97,11,988,74,9,890,96,15,226,3.8,180,42.2,b5d7e5f8-0a31-4f21-874a-bda428ef9faa,2016-10-09T19:05:23Z,2025-04-20T14:47:56Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Sarah Casaubon,Sarah,Casaubon,2271,,CA,CAN,Canada,Female,F25-29,True,False,False,False,10:41:18,38478,1:10:37,4237,,205,5:55:21,21321,,155,3:29:20,12560,892,97,16,1409,318,46,1359,218,33,892,97,16,226,3.8,180,42.2,c5a74fab-d058-48cb-b4a7-6e3a987d653b,2016-10-09T19:07:21Z,2025-04-20T14:47:56Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Emily Lanter,Emily,Lanter,2109,,US,USA,United States,Female,F30-34,True,False,False,False,10:41:22,38482,1:09:03,4143,,204,5:26:48,19608,,176,3:59:11,14351,894,98,19,1323,290,56,866,53,5,894,98,19,226,3.8,180,42.2,1b11afb1-0286-47ce-b4fe-c54993dabd3b,2016-10-09T19:06:41Z,2025-04-20T14:46:45Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Andrea Hopkin,Andrea,Hopkin,1510,,AU,AUS,Australia,Female,F40-44,True,False,False,False,10:41:25,38485,1:04:51,3891,,187,5:32:37,19957,,240,3:56:50,14210,896,99,8,926,166,17,896,56,2,896,99,8,226,3.8,180,42.2,fc9903a7-1a9c-43ad-9da6-bb0975d647dd,2016-10-09T19:04:13Z,2025-04-20T14:47:36Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Mojca Hafner,Mojca,Hafner,2287,,SI,SVN,Slovenia,Female,F25-29,True,False,False,False,10:41:33,38493,1:08:22,4102,,183,5:46:45,20805,,243,3:39:20,13160,898,100,17,1264,259,37,1172,131,20,898,100,17,226,3.8,180,42.2,67cac047-3f89-45f4-9a63-b72f68d02b0d,2016-10-09T19:07:25Z,2025-04-20T14:47:36Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Claire Young,Claire,Young,1569,,CA,CAN,Canada,Female,F40-44,True,False,False,False,10:41:50,38510,1:11:23,4283,,311,5:45:58,20758,,245,3:35:13,12913,902,101,9,1472,341,46,1249,164,28,902,101,9,226,3.8,180,42.2,4337ff32-fe50-4db9-9bfe-ae2d759f1d19,2016-10-09T19:04:24Z,2025-04-20T14:47:15Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Kate Vernon,Kate,Vernon,2318,,AU,AUS,Australia,Female,F25-29,True,False,False,False,10:41:55,38515,1:03:01,3781,,228,6:03:23,21803,,292,3:26:51,12411,903,102,18,773,121,21,1369,223,34,903,102,18,226,3.8,180,42.2,28b43799-ce2d-4152-8ac6-7840ebd2507c,2016-10-09T19:07:32Z,2025-04-20T14:47:27Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Zeljka Saban Milicic,Zeljka,Saban Milicic,2151,,HR,HRV,Croatia,Female,F30-34,True,False,False,False,10:42:30,38550,0:57:16,3436,,155,5:57:55,21475,,309,3:39:35,13175,907,103,20,282,31,6,1165,125,24,907,103,20,226,3.8,180,42.2,4b93763e-1db1-4bc1-9e45-0cd372b55d38,2016-10-09T19:06:50Z,2025-04-20T14:47:51Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Kim Webster,Kim,Webster,1563,,US,USA,United States,Female,F40-44,True,False,False,False,10:43:02,38582,1:06:34,3994,,291,5:54:17,21257,,252,3:33:08,12788,910,104,10,1098,214,26,1299,192,34,910,104,10,226,3.8,180,42.2,84f3bfa1-ccd2-4f11-a14a-d5b10aee0a1b,2016-10-09T19:04:23Z,2025-04-20T14:47:37Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Carolina Ponce,Carolina,Ponce,1536,,EC,ECU,Ecuador,Female,F40-44,True,False,False,False,10:44:00,38640,1:06:26,3986,,241,5:46:29,20789,,169,3:44:15,13455,920,105,11,1076,209,24,1158,122,19,920,105,11,226,3.8,180,42.2,b396321e-76af-4917-b0c0-524d06004868,2016-10-09T19:04:17Z,2025-04-20T14:47:56Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Kierra Allen,Kierra,Allen,2390,,AU,AUS,Australia,Female,F18-24,True,False,False,False,10:44:17,38657,1:07:30,4050,,203,6:01:43,21703,,185,3:28:36,12516,923,106,4,1195,245,12,1396,239,11,923,106,4,226,3.8,180,42.2,6b7b5bb0-846a-4515-a74f-38ae53225a7f,2016-10-09T19:07:48Z,2025-04-20T14:47:23Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Sandra Sierakowski,Sandra,Sierakowski,1873,,US,USA,United States,Female,F35-39,True,False,False,False,10:44:50,38690,1:06:51,4011,,274,5:39:57,20397,,323,3:48:05,13685,927,107,16,1127,224,30,1068,96,11,927,107,16,226,3.8,180,42.2,8d069f81-4cf0-4bf8-851d-373eeb1eec5a,2016-10-09T19:05:38Z,2025-04-20T14:46:44Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Fiona Whitby,Fiona,Whitby,1564,,CA,CAN,Canada,Female,F40-44,True,False,False,False,10:44:55,38695,1:08:30,4110,,270,5:39:55,20395,,404,3:45:16,13516,929,108,12,1277,266,33,1095,107,11,929,108,12,226,3.8,180,42.2,196d90fd-a8f6-43b3-8e04-a719ea77a69b,2016-10-09T19:04:23Z,2025-04-20T14:47:09Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Sandra Dänzer,Sandra,Dänzer,1488,,CH,CHE,Switzerland,Female,F40-44,True,False,False,False,10:45:41,38741,1:09:05,4145,,212,5:36:08,20168,,286,3:52:10,13930,933,109,13,1328,293,38,1036,88,9,933,109,13,226,3.8,180,42.2,23d67588-b3a9-42e4-98c4-f580c75bba8f,2016-10-09T19:04:07Z,2025-04-20T14:46:46Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Serena Hammond,Serena,Hammond,1505,,NZ,NZL,New Zealand,Female,F40-44,True,False,False,False,10:45:46,38746,1:25:09,5109,,192,5:36:42,20202,,215,3:37:08,13028,935,110,14,2039,591,93,1288,185,31,935,110,14,226,3.8,180,42.2,d7e6c81d-89a0-41b5-8aeb-7fe9b338d33d,2016-10-09T19:04:11Z,2025-04-20T14:46:43Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Carrie Heidrich,Carrie,Heidrich,1841,,US,USA,United States,Female,F35-39,True,False,False,False,10:46:09,38769,1:07:30,4050,,216,5:59:15,21555,,249,3:31:39,12699,939,111,17,1196,246,35,1372,226,36,939,111,17,226,3.8,180,42.2,43a95871-838d-4e00-b627-1835e244afcd,2016-10-09T19:05:30Z,2025-04-20T14:46:46Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Stella Foley,Stella,Foley,2086,,AU,AUS,Australia,Female,F30-34,True,False,False,False,10:46:15,38775,1:13:40,4420,,159,5:45:53,20753,,184,3:40:59,13259,941,112,21,1614,401,71,1241,158,31,941,112,21,226,3.8,180,42.2,6ee75deb-5a48-4e39-8c31-7d4240945489,2016-10-09T19:06:35Z,2025-04-20T14:47:18Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Judith Stadler,Judith,Stadler,2311,,DE,DEU,Germany,Female,F25-29,True,False,False,False,10:46:51,38811,1:06:52,4012,,287,5:37:59,20279,,343,3:51:30,13890,944,113,19,1129,226,34,1047,93,15,944,113,19,226,3.8,180,42.2,08395d95-5c5b-479b-a6ae-b75f31af4389,2016-10-09T19:07:31Z,2025-04-20T14:47:25Z
2016,10/8/2016,2016-10-08T00:00:00Z,9cb970f1-a951-e511-9409-005056951bf1,2016 IRONMAN World Championship,2016 IRONMAN World Championship,,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=9cb970f1-a951-e511-9409-005056951bf1,2016,Fiona Ford,Fiona,Ford,1149,,AU,AUS,Australia,Female,F45-49,True,False,False,False,10:46:53,38813,1:01:39,3699,,194,5:57:37,21457,,330,3:38:53,13133,946,114,3,619,87,7,1248,163,9,946,114,3,226,3.8,180,42.2,d2237f9e-4792-413e-9ccb-3a038f7823d1,2016-10-09T19:02:55Z,2025-04-20T14:47:06Z
