championship_year,event_name,event_id,source_url,source_api_url,athlete,first_name,last_name,bib,bib_display,country_iso2,country_iso3,country,gender,age_group,finisher,dnf,dns,dq,finish_time,finish_seconds,swim_time,swim_seconds,t1_time,t1_seconds,bike_time,bike_seconds,t2_time,t2_seconds,run_time,run_seconds,finish_rank_overall,finish_rank_gender,finish_rank_group,swim_rank_overall,swim_rank_gender,swim_rank_group,bike_rank_overall,bike_rank_gender,bike_rank_group,run_rank_overall,run_rank_gender,run_rank_group,total_distance_completed_km,swim_distance_completed_km,bike_distance_completed_km,run_distance_completed_km,result_id,created_on,modified_on
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Chelsea Sodaro,Chelsea,Sodaro,24,,US,USA,United States,Female,FPRO,True,False,False,False,8:33:46,30826,0:54:48,3288,,156,4:42:08,16928,,150,2:51:45,10305,2,1,1,27,8,6,6,5,5,2,1,1,227.5129,3.8624,181.019,42.6315,9140f77f-357d-465c-8c69-6fd55ea544ba,2022-10-11T13:55:14Z,2025-04-14T20:35:41Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Lucy Charles-Barclay,Lucy,Charles-Barclay,6,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,8:41:37,31297,0:50:57,3057,,151,4:43:12,16992,,127,3:02:49,10969,4,2,2,4,1,1,3,2,2,4,2,2,227.5129,3.8624,181.019,42.6315,413e38ee-2cc1-4637-8a8e-d0782c446d9b,2022-10-11T14:00:06Z,2025-04-14T20:39:10Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Anne Haug,Anne,Haug,3,,DE,DEU,Germany,Female,FPRO,True,False,False,False,8:42:22,31342,0:57:58,3478,,132,4:41:49,16909,,145,2:57:57,10677,5,3,3,74,23,13,8,6,6,5,3,3,227.5129,3.8624,181.019,42.6315,9c9d772c-08cb-4d96-b476-a3abfae8358e,2022-10-11T13:51:36Z,2025-04-14T20:41:49Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Laura Philipp,Laura,Philipp,8,,DE,DEU,Germany,Female,FPRO,True,False,False,False,8:50:31,31831,0:57:54,3474,,137,4:45:27,17127,,199,3:01:33,10893,8,4,4,70,21,11,13,8,8,8,4,4,227.5129,3.8624,181.019,42.6315,850412ad-7812-43ca-990a-5707fc303f67,2022-10-11T13:58:09Z,2025-04-14T20:38:37Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Lisa Norden,Lisa,Norden,10,,SE,SWE,Sweden,Female,FPRO,True,False,False,False,8:54:43,32083,0:54:42,3282,,143,4:42:25,16945,,152,3:12:41,11561,9,5,5,24,7,5,5,4,4,9,5,5,227.5129,3.8624,181.019,42.6315,a0b246c7-6209-4705-be84-adeae23a3733,2022-10-11T13:52:44Z,2025-04-14T20:42:05Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Fenella Langridge,Fenella,Langridge,12,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,8:56:26,32186,0:51:42,3102,,135,4:43:25,17005,,155,3:16:30,11790,10,6,6,7,3,3,4,3,3,10,6,6,227.5129,3.8624,181.019,42.6315,51c6b47d-f3c9-4be6-b6ad-23bd2b8bb80a,2022-10-11T14:04:27Z,2025-04-14T20:39:57Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Sarah Crowley,Sarah,Crowley,7,,AU,AUS,Australia,Female,FPRO,True,False,False,False,9:01:58,32518,0:54:50,3290,,139,4:55:03,17703,,169,3:06:56,11216,12,7,7,28,9,7,23,10,10,12,7,7,227.5129,3.8624,181.019,42.6315,375d5cb9-749a-4f83-8a61-441eb61c5373,2022-10-11T13:55:39Z,2025-04-14T20:34:12Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Daniela Ryf,Daniela,Ryf,1,,CH,CHE,Switzerland,Female,FPRO,True,False,False,False,9:02:26,32546,0:57:52,3472,,140,4:36:11,16571,,138,3:23:45,12225,13,8,8,69,20,10,2,1,1,13,8,8,227.5129,3.8624,181.019,42.6315,3329ac6d-982c-4843-ba7f-e997ed0452ec,2022-10-11T13:49:42Z,2025-04-14T20:36:16Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Skye Moench,Skye,Moench,4,,US,USA,United States,Female,FPRO,True,False,False,False,9:04:31,32671,0:54:52,3292,,153,4:44:36,17076,,171,3:19:38,11978,16,9,9,30,10,8,9,7,7,16,9,9,227.5129,3.8624,181.019,42.6315,7d808ff2-16a5-4f9a-b35a-39d282e8b854,2022-10-11T13:48:52Z,2025-04-14T20:37:13Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Laura Siddall,Laura,Siddall,11,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:07:49,32869,0:58:09,3489,,162,4:46:58,17218,,147,3:17:34,11854,19,10,10,82,30,17,15,9,9,19,10,10,227.5129,3.8624,181.019,42.6315,661d7487-3996-41ff-bd65-67ab4e1718af,2022-10-11T13:58:39Z,2025-04-14T20:38:16Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Susie Cheetham,Susie,Cheetham,51,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:11:03,33063,0:58:05,3485,,146,4:55:22,17722,,204,3:11:47,11507,21,11,11,78,26,14,31,12,12,21,11,11,227.5129,3.8624,181.019,42.6315,daa3c917-d0e6-4a82-ba2c-555b1941bd8f,2022-10-11T13:49:19Z,2025-04-14T20:41:23Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Maja Stage Nielsen,Maja,Stage Nielsen,15,,DK,DNK,Denmark,Female,FPRO,True,False,False,False,9:14:04,33244,0:57:50,3470,,142,4:55:30,17730,,140,3:16:03,11763,27,12,12,68,19,9,30,11,11,27,12,12,227.5129,3.8624,181.019,42.6315,54e76f03-cf81-4f42-84ba-ae51e6f8fec4,2022-10-11T13:58:41Z,2025-04-14T20:39:56Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Haley Chura,Haley,Chura,22,,US,USA,United States,Female,FPRO,True,False,False,False,9:19:49,33589,0:54:39,3279,,153,5:02:07,18127,,191,3:17:18,11838,31,13,13,23,6,4,43,16,16,31,13,13,227.5129,3.8624,181.019,42.6315,6b166ae8-1c60-4ea3-aa72-8f6bc3b17e81,2022-10-11T13:52:35Z,2025-04-14T20:38:48Z
2022,2022 IRONMAN World Championship Thursday,1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,https://labs-v2.competitor.com/results/event/e798aa20-f278-e111-b16a-005056956277_Kona,https://labs-v2.competitor.com/api/results?wtc_eventid=1c0caffb-36cf-46f6-8f67-c1e7f7f428b8,Ruth Astle,Ruth,Astle,5,,GB,GBR,United Kingdom,Female,FPRO,True,False,False,False,9:20:37,33637,1:01:28,3688,,149,4:51:56,17516,,147,3:22:17,12137,33,14,14,194,79,21,32,13,13,33,14,14,227.5129,3.8624,181.019,42.6315,27ae8318-9ffb-4bab-8255-92ac317ff354,2022-10-11T13:56:47Z,2025-04-14T20:34:56Z
