air_temperature,athlete_age,athlete_country_name,athlete_first,athlete_full_name,athlete_id,athlete_last,athlete_noc,athlete_yob,bike,bike_distance_m,bike_laps,championship_year,dataset,distance_category,event_city,event_country,event_date,event_finish_date,event_id,event_slug,event_title,gender,note,position,program_date,program_id,program_name,program_time,result_id,run,run_distance_m,run_laps,source_api_url,source_url,start_num,swim,swim_distance_m,swim_laps,t1,t2,total_time,water_temperature,weather,wetsuit
25.7,29,France,Léo,Léo Bergere,63162,Bergere,FRA,1996,00:54:57,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",1,2022-11-26,560516,Elite Men,15:06:00,1086897,00:29:44,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,3,00:18:09,1500,2,00:01:04,00:00:22,01:44:14,28.9,,forbidden
25.7,32,United States,Morgan,Morgan Pearson,123392,Pearson,USA,1993,00:55:13,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",2,2022-11-26,560516,Elite Men,15:06:00,1086898,00:29:15,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,62,00:18:35,1500,2,00:01:02,00:00:23,01:44:25,28.9,,forbidden
25.7,33,Belgium,Jelle,Jelle Geens,39974,Geens,BEL,1993,00:54:53,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",3,2022-11-26,560516,Elite Men,15:06:00,1086899,00:29:28,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,4,00:18:43,1500,2,00:01:10,00:00:22,01:44:34,28.9,,forbidden
25.7,28,Great Britain,Alex,Alex Yee,96742,Yee,GBR,1998,00:55:12,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",4,2022-11-26,560516,Elite Men,15:06:00,1086900,00:29:24,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,2,00:18:33,1500,2,00:01:03,00:00:27,01:44:37,28.9,,forbidden
25.7,28,Australia,Matthew,Matthew Hauser,80795,Hauser,AUS,1998,00:55:11,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",5,2022-11-26,560516,Elite Men,15:06:00,1086901,00:29:42,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,10,00:18:33,1500,2,00:01:06,00:00:21,01:44:51,28.9,,forbidden
25.7,28,New Zealand,Hayden,Hayden Wilde,104034,Wilde,NZL,1997,00:55:31,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",6,2022-11-26,560516,Elite Men,15:06:00,1086902,00:30:01,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,1,00:18:15,1500,2,00:01:04,00:00:24,01:45:13,28.9,,forbidden
25.7,36,France,Vincent,Vincent Luis,11143,Luis,FRA,1989,00:55:09,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",7,2022-11-26,560516,Elite Men,15:06:00,1086903,00:30:45,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,5,00:17:54,1500,2,00:01:08,00:00:25,01:45:19,28.9,,forbidden
25.7,32,Norway,Kristian,Kristian Blummenfelt,41322,Blummenfelt,NOR,1994,00:55:10,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",8,2022-11-26,560516,Elite Men,15:06:00,1086904,00:30:10,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,44,00:18:27,1500,2,00:01:09,00:00:26,01:45:19,28.9,,forbidden
25.7,36,Portugal,Joao,Joao Silva,10539,Silva,POR,1989,00:54:56,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",9,2022-11-26,560516,Elite Men,15:06:00,1086905,00:30:10,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,16,00:18:48,1500,2,00:01:06,00:00:24,01:45:23,28.9,,forbidden
25.7,34,United States,Matthew,Matthew McElroy,97196,McElroy,USA,1992,00:54:56,40000,9,2022,wtcs_final,standard,Abu Dhabi,United Arab Emirates,2022-11-24,2022-11-26,163568,2022-world-triathlon-championship-finals-abu-dhabi,2022 World Triathlon Championship Finals Abu Dhabi,male,"World Triathlon Championship Finals, standard distance.",10,2022-11-26,560516,Elite Men,15:06:00,1086906,00:30:06,10000,4,https://events.triathlon.org/api/results/163568/560516,https://events.triathlon.org/2022-world-triathlon-championship-finals-abu-dhabi/results?program=560516,27,00:18:48,1500,2,00:01:04,00:00:33,01:45:26,28.9,,forbidden
