air_temperature,athlete_age,athlete_country_name,athlete_first,athlete_full_name,athlete_id,athlete_last,athlete_noc,athlete_yob,bike,championship_year,dataset,distance_category,event_city,event_country,event_date,event_finish_date,event_id,event_slug,event_title,gender,note,position,program_date,program_id,program_name,program_time,result_id,run,source_api_url,source_url,start_num,swim,t1,t2,total_time,water_temperature,weather,wetsuit
,39,Russian Olympic Committee,Dmitry,Dmitry Polyanskiy,7747,Polyanskiy,ROC,1986,00:56:49,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",32,2021-07-26,501764,Elite Men,06:30:00,1035255,00:33:08,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,8,00:17:40,00:00:38,00:00:31,01:48:46,,,
,26,"Hong Kong, China",Oscar,Oscar Coggins,95497,Coggins,HKG,1999,00:56:29,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",33,2021-07-26,501764,Elite Men,06:30:00,1035256,00:33:23,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,56,00:17:54,00:00:41,00:00:28,01:48:55,,,
,39,Austria,Lukas,Lukas Hollaus,15838,Hollaus,AUT,1986,00:57:38,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",34,2021-07-26,501764,Elite Men,06:30:00,1035257,00:31:34,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,28,00:18:38,00:00:40,00:00:29,01:48:59,,,
,29,Israel,Ran,Ran Sagiv,74989,Sagiv,ISR,1997,00:57:50,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",35,2021-07-26,501764,Elite Men,06:30:00,1035258,00:31:35,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,37,00:18:24,00:00:42,00:00:33,01:49:04,,,
,36,Romania,Felix,Felix Duchampt,23656,Duchampt,ROU,1989,00:57:42,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",36,2021-07-26,501764,Elite Men,06:30:00,1035259,00:31:38,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,23,00:18:39,00:00:38,00:00:29,01:49:06,,,
,32,Italy,Gianluca,Gianluca Pozzatti,71738,Pozzatti,ITA,1993,00:56:24,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",37,2021-07-26,501764,Elite Men,06:30:00,1035260,00:33:31,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,35,00:18:00,00:00:43,00:00:36,01:49:14,,,
,32,Germany,Jonas,Jonas Schomburg,67535,Schomburg,GER,1994,00:58:38,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",38,2021-07-26,501764,Elite Men,06:30:00,1035261,00:32:02,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,4,00:17:42,00:00:38,00:00:34,01:49:34,,,
,32,Italy,Delian,Delian Stateff,46791,Stateff,ITA,1994,00:56:31,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",39,2021-07-26,501764,Elite Men,06:30:00,1035262,00:34:24,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,36,00:17:54,00:00:42,00:00:29,01:50:00,,,
,34,Germany,Justus,Justus Nieschlag,41060,Nieschlag,GER,1992,00:56:14,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",40,2021-07-26,501764,Elite Men,06:30:00,1035263,00:34:32,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,3,00:18:09,00:00:42,00:00:33,01:50:10,,,
,39,Azerbaijan,Rostislav,Rostislav Pevtsov,11162,Pevtsov,AZE,1987,00:57:50,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",41,2021-07-26,501764,Elite Men,06:30:00,1035264,00:33:17,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,33,00:18:27,00:00:39,00:00:33,01:50:46,,,
,32,United States,Morgan,Morgan Pearson,123392,Pearson,USA,1993,00:58:17,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",42,2021-07-26,501764,Elite Men,06:30:00,1035265,00:34:32,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,53,00:18:02,00:00:38,00:00:36,01:52:05,,,
,35,Luxembourg,Stefan,Stefan Zachäus,18417,Zachäus,LUX,1990,00:56:29,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",43,2021-07-26,501764,Elite Men,06:30:00,1035266,00:36:45,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,14,00:17:56,00:00:39,00:00:32,01:52:21,,,
,39,Morocco,Mehdi,Mehdi Essadiq,15981,Essadiq,MAR,1986,00:58:13,2020,olympic_games,,Tokyo,Japan,2021-07-26,2021-07-31,131299,2020-tokyo-olympic-games,Tokyo 2020 Olympic Games,male,"Tokyo 2020 Olympic Games, held in 2021. Legacy program metadata has empty distance fields.",44,2021-07-26,501764,Elite Men,06:30:00,1035267,00:35:46,https://events.triathlon.org/api/results/131299/501764,https://events.triathlon.org/2020-tokyo-olympic-games/results?program=501764,32,00:17:58,00:00:48,00:00:40,01:53:25,,,
