air_temperature,athlete_age,athlete_country_name,athlete_first,athlete_full_name,athlete_id,athlete_last,athlete_noc,athlete_yob,bike,championship_year,dataset,distance_category,event_city,event_country,event_date,event_finish_date,event_id,event_slug,event_title,gender,note,position,program_date,program_id,program_name,program_time,result_id,run,source_api_url,source_url,start_num,swim,t1,t2,total_time,water_temperature,weather,wetsuit
,34,South Africa,Henri,Henri Schoeman,30433,Schoeman,RSA,1991,01:00:58,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,22,2019-08-31,337811,Elite Men,,819948,00:34:54,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,7,00:18:03,00:00:39,00:00:23,01:54:56,,,
,38,Italy,Alessandro,Alessandro Fabian,11060,Fabian,ITA,1988,01:00:42,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,23,2019-08-31,337811,Elite Men,,819949,00:34:53,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,30,00:18:16,00:00:41,00:00:27,01:54:58,,,
,31,Germany,Jonas,Jonas Breinlinger,56531,Breinlinger,GER,1994,01:00:42,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,24,2019-08-31,337811,Elite Men,,819950,00:35:00,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,56,00:18:18,00:00:38,00:00:26,01:55:03,,,
,28,New Zealand,Hayden,Hayden Wilde,104034,Wilde,NZL,1997,01:02:11,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,25,2019-08-31,337811,Elite Men,,819951,00:33:00,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,9,00:19:01,00:00:37,00:00:29,01:55:16,,,
,31,Australia,Jacob,Jacob Birtwhistle,45915,Birtwhistle,AUS,1995,01:00:36,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,26,2019-08-31,337811,Elite Men,,819952,00:35:17,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,5,00:18:24,00:00:38,00:00:25,01:55:18,,,
,39,Azerbaijan,Rostislav,Rostislav Pevtsov,11162,Pevtsov,AZE,1987,01:02:45,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,27,2019-08-31,337811,Elite Men,,819953,00:33:06,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,50,00:18:28,00:00:38,00:00:26,01:55:21,,,
,34,United States,Matthew,Matthew McElroy,97196,McElroy,USA,1992,01:02:38,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,28,2019-08-31,337811,Elite Men,,819954,00:33:12,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,24,00:18:33,00:00:38,00:00:29,01:55:28,,,
,30,Hungary,Bence,Bence Bicsák,50700,Bicsák,HUN,1995,01:02:50,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,29,2019-08-31,337811,Elite Men,,819955,00:33:23,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,11,00:18:21,00:00:38,00:00:26,01:55:37,,,
,31,United States,Eli,Eli Hemming,46198,Hemming,USA,1995,01:02:38,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,30,2019-08-31,337811,Elite Men,,819956,00:33:35,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,42,00:18:34,00:00:37,00:00:25,01:55:47,,,
,29,Hungary,Márk,Márk Dévay,56153,Dévay,HUN,1996,01:00:54,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,31,2019-08-31,337811,Elite Men,,819957,00:35:58,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,54,00:18:05,00:00:41,00:00:26,01:56:02,,,
,37,Slovakia,Richard,Richard Varga,11092,Varga,SVK,1989,01:03:02,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,32,2019-08-31,337811,Elite Men,,819958,00:33:47,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,52,00:18:08,00:00:39,00:00:29,01:56:04,,,
,34,Italy,Davide,Davide Uccellari,29395,Uccellari,ITA,1991,01:02:37,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,33,2019-08-31,337811,Elite Men,,819959,00:34:06,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,44,00:18:33,00:00:40,00:00:27,01:56:21,,,
,36,Chile,Gaspar,Gaspar Riveros,7167,Riveros,CHI,1990,01:02:33,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,34,2019-08-31,337811,Elite Men,,819960,00:34:13,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,68,00:18:37,00:00:40,00:00:25,01:56:26,,,
,33,Ireland,Russell,Russell White,40710,White,IRL,1992,01:02:56,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,35,2019-08-31,337811,Elite Men,,819961,00:34:29,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,48,00:18:14,00:00:39,00:00:26,01:56:42,,,
,36,Hungary,Tamás,Tamás Tóth,11408,Tóth,HUN,1989,01:02:57,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,36,2019-08-31,337811,Elite Men,,819962,00:34:34,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,51,00:18:15,00:00:38,00:00:28,01:56:50,,,
,30,Switzerland,Sylvain,Sylvain Fridelance,58385,Fridelance,SUI,1995,01:02:55,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,37,2019-08-31,337811,Elite Men,,819963,00:35:00,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,43,00:18:16,00:00:38,00:00:26,01:57:14,,,
,30,Switzerland,Max,Max Studer,70032,Studer,SUI,1996,01:02:35,2019,wtcs_final,,Lausanne,Switzerland,2019-08-29,2019-09-01,127488,2019-itu-world-triathlon-grand-final-lausanne,2019 ITU World Triathlon Grand Final Lausanne,male,World Triathlon/ITU Grand Final. Legacy program metadata has empty distance fields.,38,2019-08-31,337811,Elite Men,,819964,00:35:21,https://events.triathlon.org/api/results/127488/337811,https://events.triathlon.org/2019-itu-world-triathlon-grand-final-lausanne/results?program=337811,38,00:18:39,00:00:36,00:00:28,01:57:37,,,
